,gameId
6446,KR_5563647225
6447,KR_5563670121
6448,KR_5562336864
6449,KR_5562249893
6450,KR_5567416790
6451,KR_5548966948
6452,KR_5548891686
6453,KR_5548884986
6454,KR_5544339923
6455,KR_5544325034
6456,KR_5544239263
6457,KR_5544276143
6458,KR_5544301635
6459,KR_5544168047
6460,KR_5542557944
6461,KR_5542641869
6462,KR_5541099194
6463,KR_5541037886
6464,KR_5541073198
6465,KR_5540989710
6466,KR_5540977962
6467,KR_5540714994
6468,KR_5540663666
6469,KR_5540598464
6470,KR_5540445112
6471,KR_5540333584
6472,KR_5540023232
6473,KR_5539886003
6474,KR_5539808263
6475,KR_5539801584
6476,KR_5539664476
6477,KR_5539565189
6478,KR_5539521825
6479,KR_5539416063
6480,KR_5539341616
6481,KR_5539257070
6482,KR_5532540483
6483,KR_5532476425
6484,KR_5532483885
6485,KR_5532480818
6486,KR_5532317493
6487,KR_5532352479
6488,KR_5531858121
6489,KR_5531891094
6490,KR_5531707547
6491,KR_5531761024
6492,KR_5528144947
6493,KR_5528037610
6494,KR_5527085429
6495,KR_5527102994
6496,KR_5527041609
6497,KR_5527007414
6498,KR_5527011726
6499,KR_5526278934
6500,KR_5601088730
6501,KR_5600999199
6502,KR_5600746271
6503,KR_5598900625
6504,KR_5598749263
6505,KR_5598740595
6506,KR_5598630997
6507,KR_5598572456
6508,KR_5598465952
6509,KR_5598289495
6510,KR_5598038859
6511,KR_5598112003
6512,KR_5597846995
6513,KR_5597841852
6514,KR_5597785857
6515,KR_5597301170
6516,KR_5597255969
6517,KR_5597290619
6518,KR_5597069507
6519,KR_5596926760
6520,KR_5596940236
6521,KR_5596892715
6522,KR_5596695729
6523,KR_5596626854
6524,KR_5596620441
6525,KR_5596335231
6526,KR_5596280760
6527,KR_5596114218
6528,KR_5596086907
6529,KR_5596013466
6530,KR_5563954449
6531,KR_5562917936
6532,KR_5562931485
6533,KR_5562525556
6534,KR_5560898340
6535,KR_5560882228
6536,KR_5560776352
6537,KR_5560761648
6538,KR_5560653206
6539,KR_5560532365
6540,KR_5560186897
6541,KR_5560098810
6542,KR_5560104852
6543,KR_5559937447
6544,KR_5559981395
6545,KR_5559900928
6546,KR_5559807554
6547,KR_5548728173
6548,KR_5548713983
6549,KR_5548628032
6550,KR_5600606530
6551,KR_5600546955
6552,KR_5599597597
6553,KR_5599467403
6554,KR_5599491272
6555,KR_5599354465
6556,KR_5599019908
6557,KR_5598996722
6558,KR_5598993839
6559,KR_5598949016
6560,KR_5598962955
6561,KR_5592833580
6562,KR_5592587159
6563,KR_5592269736
6564,KR_5592036850
6565,KR_5592031799
6566,KR_5591765981
6567,KR_5591760123
6568,KR_5591652947
6569,KR_5589147169
6570,KR_5588979862
6571,KR_5588963583
6572,KR_5588114827
6573,KR_5587439484
6574,KR_5587411317
6575,KR_5586223540
6576,KR_5586138667
6577,KR_5586095349
6578,KR_5585700140
6579,KR_5584760148
6580,KR_5575504899
6581,KR_5558592662
6582,KR_5555982705
6583,KR_5556000177
6584,KR_5555865045
6585,KR_5554546548
6586,KR_5553429900
6587,KR_5548597332
6588,KR_5548630585
6589,KR_5548504204
6590,KR_5548413974
6591,KR_5548203943
6592,KR_5547907878
6593,KR_5547837917
6594,KR_5547025963
6595,KR_5546954516
6596,KR_5546727898
6597,KR_5546772086
6598,KR_5546406571
6599,KR_5546215955
6600,KR_5565245620
6601,KR_5557176564
6602,KR_5554568885
6603,KR_5554354729
6604,KR_5554318458
6605,KR_5550033819
6606,KR_5539261149
6607,KR_5538663841
6608,KR_5538650050
6609,KR_5538592209
6610,KR_5538525245
6611,KR_5538425486
6612,KR_5538268053
6613,KR_5538260178
6614,KR_5536845931
6615,KR_5536863651
6616,KR_5536891471
6617,KR_5536716769
6618,KR_5536790453
6619,KR_5536496866
6620,KR_5536308509
6621,KR_5536332262
6622,KR_5536226723
6623,KR_5536128752
6624,KR_5534924818
6625,KR_5534961380
6626,KR_5534764533
6627,KR_5534589839
6628,KR_5534604068
6629,KR_5534575162
6630,KR_5534476203
6631,KR_5533439971
6632,KR_5533448453
6633,KR_5533398335
6634,KR_5533453148
6635,KR_5533389589
6636,KR_5533318369
6637,KR_5533303719
6638,KR_5533098206
6639,KR_5533050724
6640,KR_5532051288
6641,KR_5532010890
6642,KR_5531948399
6643,KR_5531905970
6644,KR_5531920408
6645,KR_5531708858
6646,KR_5531692736
6647,KR_5531625448
6648,KR_5531560454
6649,KR_5531283683
6650,KR_5598490520
6651,KR_5597009632
6652,KR_5584621764
6653,KR_5584527531
6654,KR_5582926401
6655,KR_5576332040
6656,KR_5576227595
6657,KR_5575008348
6658,KR_5575041244
6659,KR_5574914974
6660,KR_5572490728
6661,KR_5572296143
6662,KR_5572192090
6663,KR_5572097233
6664,KR_5571968068
6665,KR_5571033228
6666,KR_5570930275
6667,KR_5570744768
6668,KR_5570467086
6669,KR_5570278520
6670,KR_5570234389
6671,KR_5570167956
6672,KR_5570216458
6673,KR_5570191245
6674,KR_5570056974
6675,KR_5570052001
6676,KR_5569976689
6677,KR_5568944447
6678,KR_5568902898
6679,KR_5568754701
6680,KR_5568715213
6681,KR_5568641417
6682,KR_5568605301
6683,KR_5568612067
6684,KR_5568498817
6685,KR_5568421147
6686,KR_5568324460
6687,KR_5568221513
6688,KR_5567978659
6689,KR_5567991032
6690,KR_5567896291
6691,KR_5567624108
6692,KR_5567640452
6693,KR_5567560426
6694,KR_5567472307
6695,KR_5567352681
6696,KR_5567301445
6697,KR_5567242751
6698,KR_5567088441
6699,KR_5566898906
6700,KR_5600851745
6701,KR_5600830742
6702,KR_5600748229
6703,KR_5600746271
6704,KR_5600685565
6705,KR_5600675472
6706,KR_5597430598
6707,KR_5597368314
6708,KR_5597375946
6709,KR_5597382602
6710,KR_5597227770
6711,KR_5597230349
6712,KR_5591269081
6713,KR_5591276807
6714,KR_5590259284
6715,KR_5590224418
6716,KR_5590078492
6717,KR_5590083172
6718,KR_5589117287
6719,KR_5589102971
6720,KR_5588979862
6721,KR_5588963583
6722,KR_5587526290
6723,KR_5587561410
6724,KR_5587468780
6725,KR_5587411317
6726,KR_5587053961
6727,KR_5586981105
6728,KR_5585972987
6729,KR_5585804885
6730,KR_5585860192
6731,KR_5585744359
6732,KR_5585647954
6733,KR_5585067029
6734,KR_5584922948
6735,KR_5584845947
6736,KR_5584275866
6737,KR_5584203996
6738,KR_5584202366
6739,KR_5584098984
6740,KR_5584064621
6741,KR_5583953991
6742,KR_5579532101
6743,KR_5579356323
6744,KR_5579273773
6745,KR_5579134625
6746,KR_5573663284
6747,KR_5573498191
6748,KR_5572685076
6749,KR_5571278200
6750,KR_5600617373
6751,KR_5600382070
6752,KR_5600350988
6753,KR_5600184541
6754,KR_5598803384
6755,KR_5598724226
6756,KR_5598241963
6757,KR_5597050594
6758,KR_5596900654
6759,KR_5593219261
6760,KR_5593182572
6761,KR_5590364572
6762,KR_5590335723
6763,KR_5588598805
6764,KR_5588539562
6765,KR_5587552152
6766,KR_5587459350
6767,KR_5587398302
6768,KR_5587278723
6769,KR_5585251749
6770,KR_5576767027
6771,KR_5576517850
6772,KR_5576156401
6773,KR_5576120427
6774,KR_5575997210
6775,KR_5575720017
6776,KR_5575575572
6777,KR_5575248331
6778,KR_5574855879
6779,KR_5574697536
6780,KR_5574670921
6781,KR_5574636734
6782,KR_5574073801
6783,KR_5573939486
6784,KR_5573945530
6785,KR_5572821316
6786,KR_5572772736
6787,KR_5572676117
6788,KR_5572680414
6789,KR_5572495808
6790,KR_5572490728
6791,KR_5572097233
6792,KR_5572081837
6793,KR_5570361412
6794,KR_5570016781
6795,KR_5569992727
6796,KR_5569960318
6797,KR_5569056545
6798,KR_5568922222
6799,KR_5568695870
6800,KR_5594350607
6801,KR_5594271189
6802,KR_5593194064
6803,KR_5593089202
6804,KR_5593007713
6805,KR_5592897890
6806,KR_5592814812
6807,KR_5592457894
6808,KR_5592269736
6809,KR_5592335559
6810,KR_5591293618
6811,KR_5591218739
6812,KR_5590899455
6813,KR_5590873986
6814,KR_5590644023
6815,KR_5588598805
6816,KR_5588653052
6817,KR_5588465367
6818,KR_5587178834
6819,KR_5587008712
6820,KR_5584914724
6821,KR_5584878457
6822,KR_5584851525
6823,KR_5583660032
6824,KR_5583532511
6825,KR_5583133980
6826,KR_5583067736
6827,KR_5583021759
6828,KR_5581703778
6829,KR_5579130865
6830,KR_5579084473
6831,KR_5578643513
6832,KR_5576841623
6833,KR_5576536473
6834,KR_5576530550
6835,KR_5576345862
6836,KR_5574097987
6837,KR_5574134331
6838,KR_5574035271
6839,KR_5573939486
6840,KR_5573972398
6841,KR_5573472446
6842,KR_5573105796
6843,KR_5572986285
6844,KR_5571303047
6845,KR_5571300005
6846,KR_5571156944
6847,KR_5571190923
6848,KR_5570693240
6849,KR_5570465381
6850,KR_5560978358
6851,KR_5560975095
6852,KR_5560898340
6853,KR_5560893859
6854,KR_5560786311
6855,KR_5558483875
6856,KR_5558377362
6857,KR_5558383008
6858,KR_5558291957
6859,KR_5558147087
6860,KR_5558009193
6861,KR_5557150868
6862,KR_5557086276
6863,KR_5557061187
6864,KR_5556247129
6865,KR_5556321792
6866,KR_5556165623
6867,KR_5553385188
6868,KR_5553329099
6869,KR_5553271594
6870,KR_5548900603
6871,KR_5548860996
6872,KR_5548713983
6873,KR_5548605592
6874,KR_5548525867
6875,KR_5548427505
6876,KR_5548442102
6877,KR_5546342660
6878,KR_5546215154
6879,KR_5545286472
6880,KR_5545251085
6881,KR_5544933960
6882,KR_5544886576
6883,KR_5544779733
6884,KR_5544782837
6885,KR_5544638128
6886,KR_5544671458
6887,KR_5544613522
6888,KR_5543463656
6889,KR_5543337999
6890,KR_5543341078
6891,KR_5543170435
6892,KR_5540503232
6893,KR_5540335202
6894,KR_5540033258
6895,KR_5539934800
6896,KR_5539900727
6897,KR_5538700176
6898,KR_5538608222
6899,KR_5538640788
6900,KR_5557589644
6901,KR_5557606681
6902,KR_5557612606
6903,KR_5557531901
6904,KR_5557227130
6905,KR_5557146116
6906,KR_5557172553
6907,KR_5557117965
6908,KR_5556670957
6909,KR_5556463084
6910,KR_5555504002
6911,KR_5555471677
6912,KR_5555277912
6913,KR_5555225903
6914,KR_5555330332
6915,KR_5554354729
6916,KR_5554017627
6917,KR_5554082033
6918,KR_5551146863
6919,KR_5550839853
6920,KR_5550435100
6921,KR_5550380571
6922,KR_5550295935
6923,KR_5550310538
6924,KR_5550089007
6925,KR_5550009830
6926,KR_5549938610
6927,KR_5548858851
6928,KR_5547907878
6929,KR_5547960552
6930,KR_5547816609
6931,KR_5547860750
6932,KR_5547705276
6933,KR_5547760666
6934,KR_5547682665
6935,KR_5547549362
6936,KR_5547582491
6937,KR_5546342660
6938,KR_5546243630
6939,KR_5546128290
6940,KR_5546201709
6941,KR_5545962339
6942,KR_5545819985
6943,KR_5545823731
6944,KR_5545900522
6945,KR_5545787805
6946,KR_5545772538
6947,KR_5545247560
6948,KR_5544223560
6949,KR_5544219385
6950,KR_5587006701
6951,KR_5586879292
6952,KR_5586850712
6953,KR_5586585687
6954,KR_5586388989
6955,KR_5586403842
6956,KR_5586308186
6957,KR_5586354113
6958,KR_5586310876
6959,KR_5583041221
6960,KR_5582171134
6961,KR_5582103695
6962,KR_5581817260
6963,KR_5581840818
6964,KR_5581648759
6965,KR_5581549804
6966,KR_5581422307
6967,KR_5581257520
6968,KR_5581183067
6969,KR_5580837923
6970,KR_5580694536
6971,KR_5576972675
6972,KR_5576472339
6973,KR_5576336633
6974,KR_5572593421
6975,KR_5572544491
6976,KR_5572490728
6977,KR_5572247700
6978,KR_5572213325
6979,KR_5572084659
6980,KR_5571968068
6981,KR_5570945671
6982,KR_5570714763
6983,KR_5570500024
6984,KR_5570422600
6985,KR_5570326002
6986,KR_5569232860
6987,KR_5569136361
6988,KR_5569082122
6989,KR_5569026440
6990,KR_5568971968
6991,KR_5568845441
6992,KR_5568600010
6993,KR_5568328772
6994,KR_5568264781
6995,KR_5568320100
6996,KR_5567997113
6997,KR_5566465405
6998,KR_5566448155
6999,KR_5566374950
7000,KR_5584684705
7001,KR_5584670859
7002,KR_5574840658
7003,KR_5570088369
7004,KR_5570104556
7005,KR_5570111873
7006,KR_5569958235
7007,KR_5569255584
7008,KR_5569330054
7009,KR_5569205453
7010,KR_5569092524
7011,KR_5569012306
7012,KR_5563971453
7013,KR_5556189585
7014,KR_5553015447
7015,KR_5552869852
7016,KR_5552883017
7017,KR_5538643475
7018,KR_5538640788
7019,KR_5537886542
7020,KR_5537771389
7021,KR_5537587343
7022,KR_5537641171
7023,KR_5537551474
7024,KR_5537435205
7025,KR_5536496866
7026,KR_5536500562
7027,KR_5536383092
7028,KR_5536267056
7029,KR_5535744703
7030,KR_5535559659
7031,KR_5535624107
7032,KR_5534928870
7033,KR_5534967342
7034,KR_5534916680
7035,KR_5534934418
7036,KR_5534892355
7037,KR_5534731300
7038,KR_5534662712
7039,KR_5534507086
7040,KR_5534501368
7041,KR_5533582058
7042,KR_5533502854
7043,KR_5533408189
7044,KR_5533435147
7045,KR_5533378516
7046,KR_5533306043
7047,KR_5533360924
7048,KR_5533240423
7049,KR_5532444308
7050,KR_5600776403
7051,KR_5600687378
7052,KR_5597129953
7053,KR_5597104271
7054,KR_5596963898
7055,KR_5596769802
7056,KR_5596599523
7057,KR_5596593319
7058,KR_5595324938
7059,KR_5595246352
7060,KR_5595155243
7061,KR_5594802218
7062,KR_5587459350
7063,KR_5585748944
7064,KR_5585734584
7065,KR_5585720498
7066,KR_5585601186
7067,KR_5585443267
7068,KR_5585042583
7069,KR_5584874626
7070,KR_5584749686
7071,KR_5584782890
7072,KR_5584760148
7073,KR_5583252752
7074,KR_5568022258
7075,KR_5567943018
7076,KR_5567814778
7077,KR_5567716655
7078,KR_5567653891
7079,KR_5567682378
7080,KR_5567710377
7081,KR_5567607310
7082,KR_5567641804
7083,KR_5567610212
7084,KR_5567492374
7085,KR_5567125486
7086,KR_5566885075
7087,KR_5565337517
7088,KR_5565414569
7089,KR_5565334021
7090,KR_5565258314
7091,KR_5565246259
7092,KR_5565149867
7093,KR_5565104767
7094,KR_5564998989
7095,KR_5565012774
7096,KR_5564914570
7097,KR_5563623859
7098,KR_5563580129
7099,KR_5563485278
7100,KR_5601275832
7101,KR_5601223848
7102,KR_5601088730
7103,KR_5601044122
7104,KR_5600768765
7105,KR_5600755846
7106,KR_5600711414
7107,KR_5600656704
7108,KR_5600603661
7109,KR_5600575473
7110,KR_5600433411
7111,KR_5600336379
7112,KR_5600268952
7113,KR_5600183120
7114,KR_5600114618
7115,KR_5599989994
7116,KR_5599983988
7117,KR_5599914207
7118,KR_5599681488
7119,KR_5599408113
7120,KR_5599491272
7121,KR_5598816865
7122,KR_5598788913
7123,KR_5598630997
7124,KR_5598490520
7125,KR_5598339474
7126,KR_5598265278
7127,KR_5598240467
7128,KR_5597785857
7129,KR_5597760991
7130,KR_5597382602
7131,KR_5597360345
7132,KR_5597276314
7133,KR_5597291881
7134,KR_5597187185
7135,KR_5597017103
7136,KR_5596938399
7137,KR_5596896017
7138,KR_5596687273
7139,KR_5596599523
7140,KR_5596623625
7141,KR_5596377146
7142,KR_5596391644
7143,KR_5596066109
7144,KR_5596081291
7145,KR_5590315346
7146,KR_5589932226
7147,KR_5589766982
7148,KR_5589087398
7149,KR_5589073385
7150,KR_5595603904
7151,KR_5568508125
7152,KR_5557095532
7153,KR_5557027237
7154,KR_5556943260
7155,KR_5550274829
7156,KR_5546177404
7157,KR_5546063287
7158,KR_5545918991
7159,KR_5535324496
7160,KR_5535262007
7161,KR_5535147642
7162,KR_5535124900
7163,KR_5535102712
7164,KR_5530830936
7165,KR_5530777233
7166,KR_5530726093
7167,KR_5530713762
7168,KR_5520558183
7169,KR_5520535716
7170,KR_5520510044
7171,KR_5519150346
7172,KR_5519067351
7173,KR_5519083721
7174,KR_5519080684
7175,KR_5518950403
7176,KR_5518837610
7177,KR_5518863841
7178,KR_5518851080
7179,KR_5518820874
7180,KR_5518709235
7181,KR_5511548598
7182,KR_5511525070
7183,KR_5511542037
7184,KR_5511449200
7185,KR_5510038196
7186,KR_5509983441
7187,KR_5510040142
7188,KR_5509707514
7189,KR_5509513451
7190,KR_5508636100
7191,KR_5508632591
7192,KR_5508558771
7193,KR_5508506440
7194,KR_5507554162
7195,KR_5507449349
7196,KR_5507228765
7197,KR_5507088873
7198,KR_5507134463
7199,KR_5507102836
7200,KR_5600621870
7201,KR_5600515759
7202,KR_5600491270
7203,KR_5600302011
7204,KR_5600234885
7205,KR_5599636524
7206,KR_5599564120
7207,KR_5599590159
7208,KR_5599436309
7209,KR_5599451347
7210,KR_5599338665
7211,KR_5599131221
7212,KR_5599078019
7213,KR_5598996722
7214,KR_5598988749
7215,KR_5598925935
7216,KR_5598076508
7217,KR_5598110143
7218,KR_5597356164
7219,KR_5597259285
7220,KR_5597284200
7221,KR_5597129953
7222,KR_5596280760
7223,KR_5595780040
7224,KR_5595626903
7225,KR_5595565700
7226,KR_5595580584
7227,KR_5595485472
7228,KR_5595270433
7229,KR_5595140986
7230,KR_5594991897
7231,KR_5594794854
7232,KR_5594742118
7233,KR_5594561590
7234,KR_5593372707
7235,KR_5593234525
7236,KR_5592951097
7237,KR_5592829042
7238,KR_5592718998
7239,KR_5592575716
7240,KR_5592487578
7241,KR_5592442859
7242,KR_5591271779
7243,KR_5591187522
7244,KR_5591211169
7245,KR_5591073746
7246,KR_5590688964
7247,KR_5590690726
7248,KR_5590450464
7249,KR_5590334516
7250,KR_5595331694
7251,KR_5595270433
7252,KR_5595140986
7253,KR_5592617540
7254,KR_5590215638
7255,KR_5588560880
7256,KR_5587401412
7257,KR_5587344423
7258,KR_5584914724
7259,KR_5570556535
7260,KR_5570472018
7261,KR_5570385976
7262,KR_5570381423
7263,KR_5554836598
7264,KR_5554738544
7265,KR_5554703266
7266,KR_5553221779
7267,KR_5553153623
7268,KR_5553015447
7269,KR_5552869852
7270,KR_5552883017
7271,KR_5539548125
7272,KR_5539600109
7273,KR_5539523957
7274,KR_5537549951
7275,KR_5537504652
7276,KR_5537368579
7277,KR_5537380550
7278,KR_5537333270
7279,KR_5531638748
7280,KR_5531651538
7281,KR_5523009736
7282,KR_5523016765
7283,KR_5521256437
7284,KR_5521149870
7285,KR_5521164313
7286,KR_5521088801
7287,KR_5519902852
7288,KR_5519847767
7289,KR_5519563945
7290,KR_5509741040
7291,KR_5509588051
7292,KR_5509560122
7293,KR_5509428478
7294,KR_5508121072
7295,KR_5507863113
7296,KR_5506374945
7297,KR_5506281774
7298,KR_5506125145
7299,KR_5504106774
7300,KR_5568815514
7301,KR_5568736351
7302,KR_5568653840
7303,KR_5568547424
7304,KR_5568591569
7305,KR_5566885075
7306,KR_5556251562
7307,KR_5556204169
7308,KR_5556068537
7309,KR_5556070733
7310,KR_5555976169
7311,KR_5556030778
7312,KR_5553175164
7313,KR_5552825555
7314,KR_5545962339
7315,KR_5545839469
7316,KR_5543331703
7317,KR_5543185549
7318,KR_5539858595
7319,KR_5539900727
7320,KR_5535326081
7321,KR_5535311405
7322,KR_5529500276
7323,KR_5529417103
7324,KR_5529132769
7325,KR_5528978783
7326,KR_5521109817
7327,KR_5521111301
7328,KR_5521064080
7329,KR_5521000028
7330,KR_5520510044
7331,KR_5511225955
7332,KR_5511153468
7333,KR_5511107215
7334,KR_5511073018
7335,KR_5495538213
7336,KR_5495555440
7337,KR_5495471135
7338,KR_5495458299
7339,KR_5493189336
7340,KR_5493194842
7341,KR_5493077592
7342,KR_5493090162
7343,KR_5492952557
7344,KR_5492779040
7345,KR_5490012483
7346,KR_5489897313
7347,KR_5489882484
7348,KR_5488029619
7349,KR_5484272767
7350,KR_5568545861
7351,KR_5568612067
7352,KR_5568497973
7353,KR_5568455742
7354,KR_5568431483
7355,KR_5568205891
7356,KR_5568079417
7357,KR_5568067740
7358,KR_5568015818
7359,KR_5567991947
7360,KR_5567918232
7361,KR_5567934818
7362,KR_5567872360
7363,KR_5567682378
7364,KR_5567711400
7365,KR_5567700585
7366,KR_5567589867
7367,KR_5567628270
7368,KR_5567645442
7369,KR_5567595113
7370,KR_5567583222
7371,KR_5567570889
7372,KR_5567537295
7373,KR_5567494392
7374,KR_5567500588
7375,KR_5567397111
7376,KR_5567321739
7377,KR_5567151862
7378,KR_5567041888
7379,KR_5566846937
7380,KR_5566851656
7381,KR_5566661952
7382,KR_5564691139
7383,KR_5564610550
7384,KR_5564514750
7385,KR_5564416417
7386,KR_5564320598
7387,KR_5564083695
7388,KR_5563886937
7389,KR_5558761212
7390,KR_5558327648
7391,KR_5558307064
7392,KR_5558111538
7393,KR_5557966096
7394,KR_5557288791
7395,KR_5557113330
7396,KR_5550643198
7397,KR_5550511279
7398,KR_5550110359
7399,KR_5543122236
7400,KR_5601275925
7401,KR_5601233344
7402,KR_5601141382
7403,KR_5600998210
7404,KR_5600842203
7405,KR_5600748002
7406,KR_5600745611
7407,KR_5600683752
7408,KR_5600673026
7409,KR_5599180731
7410,KR_5599091238
7411,KR_5599076823
7412,KR_5597613930
7413,KR_5597399699
7414,KR_5597401348
7415,KR_5597377230
7416,KR_5597306820
7417,KR_5597301170
7418,KR_5597284200
7419,KR_5597122183
7420,KR_5596902251
7421,KR_5596815684
7422,KR_5595694539
7423,KR_5595603904
7424,KR_5595507452
7425,KR_5595433690
7426,KR_5595324938
7427,KR_5595246352
7428,KR_5595192589
7429,KR_5593007713
7430,KR_5592897890
7431,KR_5592759300
7432,KR_5592729930
7433,KR_5592703353
7434,KR_5592609184
7435,KR_5591049448
7436,KR_5590899455
7437,KR_5590920721
7438,KR_5590690726
7439,KR_5590494696
7440,KR_5590338856
7441,KR_5590302289
7442,KR_5590210668
7443,KR_5590134708
7444,KR_5589902064
7445,KR_5589737090
7446,KR_5589763248
7447,KR_5589671078
7448,KR_5589478065
7449,KR_5589185673
7450,KR_5600692162
7451,KR_5600656704
7452,KR_5600643738
7453,KR_5600499105
7454,KR_5600523336
7455,KR_5600417758
7456,KR_5600382070
7457,KR_5600257852
7458,KR_5600203387
7459,KR_5600096786
7460,KR_5600016806
7461,KR_5599992307
7462,KR_5599914207
7463,KR_5599794351
7464,KR_5599668212
7465,KR_5599498639
7466,KR_5599467403
7467,KR_5597356164
7468,KR_5597382602
7469,KR_5597269123
7470,KR_5597198883
7471,KR_5597144904
7472,KR_5597050741
7473,KR_5596336560
7474,KR_5596261443
7475,KR_5596118405
7476,KR_5595792517
7477,KR_5595771237
7478,KR_5595678862
7479,KR_5595696170
7480,KR_5595651904
7481,KR_5595603904
7482,KR_5595483538
7483,KR_5595366582
7484,KR_5595286535
7485,KR_5595270433
7486,KR_5595123673
7487,KR_5594822013
7488,KR_5594550448
7489,KR_5594366181
7490,KR_5592541796
7491,KR_5592492503
7492,KR_5592307955
7493,KR_5592310947
7494,KR_5592113727
7495,KR_5591294902
7496,KR_5591271779
7497,KR_5591217244
7498,KR_5591143926
7499,KR_5591160988
7500,KR_5560897814
7501,KR_5554385144
7502,KR_5554420577
7503,KR_5546963215
7504,KR_5546765654
7505,KR_5546278316
7506,KR_5545894107
7507,KR_5544818923
7508,KR_5544388589
7509,KR_5543587140
7510,KR_5543562546
7511,KR_5543425528
7512,KR_5543410918
7513,KR_5543374349
7514,KR_5543277702
7515,KR_5543126725
7516,KR_5542378098
7517,KR_5542088483
7518,KR_5542071334
7519,KR_5541935039
7520,KR_5541950049
7521,KR_5541542258
7522,KR_5541397294
7523,KR_5541323440
7524,KR_5541215340
7525,KR_5541073448
7526,KR_5535626667
7527,KR_5535623322
7528,KR_5535510400
7529,KR_5534708257
7530,KR_5534714585
7531,KR_5534589839
7532,KR_5534591600
7533,KR_5534486634
7534,KR_5534469329
7535,KR_5534471459
7536,KR_5534259689
7537,KR_5534324565
7538,KR_5534086778
7539,KR_5533781825
7540,KR_5533659800
7541,KR_5533657198
7542,KR_5531805767
7543,KR_5531695417
7544,KR_5531659249
7545,KR_5529352143
7546,KR_5523549157
7547,KR_5523494811
7548,KR_5523210947
7549,KR_5523167360
7550,KR_5572797691
7551,KR_5553385610
7552,KR_5553450542
7553,KR_5553352262
7554,KR_5548231684
7555,KR_5547906246
7556,KR_5547867342
7557,KR_5543231643
7558,KR_5543156329
7559,KR_5543170435
7560,KR_5542957779
7561,KR_5542971078
7562,KR_5538150781
7563,KR_5537886542
7564,KR_5534791520
7565,KR_5534766123
7566,KR_5525950554
7567,KR_5525882792
7568,KR_5522493372
7569,KR_5522457345
7570,KR_5521064080
7571,KR_5520977790
7572,KR_5517823952
7573,KR_5517787684
7574,KR_5517753255
7575,KR_5516607606
7576,KR_5510856704
7577,KR_5510860643
7578,KR_5510783148
7579,KR_5507704871
7580,KR_5506310708
7581,KR_5506281774
7582,KR_5506163643
7583,KR_5506047574
7584,KR_5505959100
7585,KR_5495847532
7586,KR_5493077592
7587,KR_5493090162
7588,KR_5492878233
7589,KR_5492901084
7590,KR_5484639257
7591,KR_5484661208
7592,KR_5484556324
7593,KR_5483225778
7594,KR_5483176648
7595,KR_5483101276
7596,KR_5481728773
7597,KR_5481305704
7598,KR_5478464815
7599,KR_5478019764
7600,KR_5598640792
7601,KR_5598265278
7602,KR_5581489042
7603,KR_5571968068
7604,KR_5571995423
7605,KR_5562237835
7606,KR_5562178332
7607,KR_5562123008
7608,KR_5562086550
7609,KR_5562043612
7610,KR_5561938106
7611,KR_5561964005
7612,KR_5561758967
7613,KR_5561407237
7614,KR_5559929523
7615,KR_5560001823
7616,KR_5559892994
7617,KR_5559715011
7618,KR_5559005233
7619,KR_5558962502
7620,KR_5558970179
7621,KR_5558904118
7622,KR_5558294629
7623,KR_5558198326
7624,KR_5551290258
7625,KR_5548934735
7626,KR_5548943347
7627,KR_5548834635
7628,KR_5548786066
7629,KR_5548628032
7630,KR_5548593284
7631,KR_5548546757
7632,KR_5548468746
7633,KR_5547739364
7634,KR_5547775505
7635,KR_5547701025
7636,KR_5547601543
7637,KR_5547536744
7638,KR_5547503756
7639,KR_5547500471
7640,KR_5546906802
7641,KR_5546972419
7642,KR_5546665482
7643,KR_5546450329
7644,KR_5546365338
7645,KR_5546307981
7646,KR_5546270916
7647,KR_5546174143
7648,KR_5546089865
7649,KR_5545498855
7650,KR_5583133980
7651,KR_5582561237
7652,KR_5582327677
7653,KR_5582322564
7654,KR_5582177644
7655,KR_5582150720
7656,KR_5582033954
7657,KR_5581965962
7658,KR_5581887785
7659,KR_5581752352
7660,KR_5581664874
7661,KR_5558965735
7662,KR_5558952420
7663,KR_5558914301
7664,KR_5558728113
7665,KR_5558658691
7666,KR_5558507467
7667,KR_5558470164
7668,KR_5557342551
7669,KR_5557390844
7670,KR_5557288791
7671,KR_5557277867
7672,KR_5557236349
7673,KR_5557310683
7674,KR_5557165489
7675,KR_5556908564
7676,KR_5556719209
7677,KR_5556359969
7678,KR_5555787788
7679,KR_5555562522
7680,KR_5555318601
7681,KR_5555214372
7682,KR_5555108459
7683,KR_5554190455
7684,KR_5554056431
7685,KR_5553849759
7686,KR_5548413974
7687,KR_5548244341
7688,KR_5547995168
7689,KR_5547867342
7690,KR_5547804738
7691,KR_5547515441
7692,KR_5547499755
7693,KR_5547476984
7694,KR_5547454434
7695,KR_5547411412
7696,KR_5546485663
7697,KR_5546377009
7698,KR_5546249875
7699,KR_5546250551
7700,KR_5601223848
7701,KR_5601220129
7702,KR_5600998210
7703,KR_5601023610
7704,KR_5601060198
7705,KR_5600867450
7706,KR_5600862553
7707,KR_5600801648
7708,KR_5600755846
7709,KR_5600763497
7710,KR_5599139460
7711,KR_5599155590
7712,KR_5599019908
7713,KR_5599007419
7714,KR_5598988749
7715,KR_5598953260
7716,KR_5598814650
7717,KR_5597397519
